"id","data","banco","descricao","valor","saldo","tipo"
684,"2023-06-05","totta","Transferência para Domague",-44.00,1655.00,"Transferência"
685,"2023-06-05","totta","Transferência de Roberto Piedade Francisco",850.00,1699.00,"Transferência"
686,"2023-06-05","totta","Continente Bom Dia",-56.00,849.00,"mercado"
687,"2023-06-02","totta","Transferência para Nr. XXXXX0136",-90.00,905.00,"Transferência"
688,"2023-06-02","totta","Carregamento telemóvel",-12.00,995.00,"NULL"
689,"2023-06-02","totta","Cartorio Notarial Pa",-10.00,1007.00,"alc"
690,"2023-06-02","totta","Inter Condeixa",-18.00,1017.00,"mercado"
691,"2023-06-02","totta","Pensão Instituto Nacional Do Seguro Social",467.00,1035.00,"entrada"
692,"2023-06-02","totta","Comissão de disponibilização de cartão de débito",-6.00,568.00,"NULL"
693,"2023-06-02","totta","Imposto do selo sobre comissão",0.00,574.00,"NULL"
694,"2023-06-02","totta","Credito Habitacao Geral (55/366)",-265.00,575.00,"bens"
695,"2023-06-02","totta","Seguro multi-riscos",-15.00,840.00,"NULL"
696,"2023-06-02","totta","Seguro de vida",-40.00,855.00,"NULL"
697,"2023-06-01","totta","Restaurante .come",-3.00,895.00,"restaurante"
698,"2023-06-01","totta","Pagamento de serviços",-10.00,898.00,"NULL"
699,"2023-06-01","totta","Pagamento de serviços",-18.00,908.00,"NULL"
700,"2023-06-01","totta","Transferência para Nr. XXXXX9015",-195.00,926.00,"Transferência"
701,"2023-06-01","totta","Levantamento Condeixa-a-nova",-20.00,1121.00,"NULL"
702,"2023-06-01","totta","Levantamento Condeixa-a-nova",-40.00,1141.00,"NULL"
703,"2023-06-01","totta","Levantamento Condeixa-a-nova",-40.00,1181.00,"NULL"
704,"2023-06-01","totta","Cantinho Doce",-7.00,1221.00,"restaurante"
705,"2023-06-01","totta","Cbd Condeixa",-8.00,1228.00,"NULL"
706,"2023-06-01","totta","Mini Preco Vasco Val",-7.00,1237.00,"mercado"
707,"2023-06-01","totta","Municipio De Con",-37.00,1243.00,"fixas"
708,"2023-05-31","totta","Q Sabor Hamb",-30.00,1280.00,"restaurante"
709,"2023-05-31","totta","Transferência para Nr. XXXXX7805",-40.00,1310.00,"Transferência"
710,"2023-05-31","totta","Ctt - Correios",-5.00,1350.00,"alc"
711,"2023-05-31","totta","Irn Nacionalidade",-175.00,1354.00,"alc"
712,"2023-05-31","totta","Irn Nacionalidade",-175.00,1529.00,"alc"
713,"2023-05-31","totta","Irn Nacionalidade",-175.00,1704.00,"alc"
714,"2023-05-31","totta","Subscrição Ppr Cap. Garantido",-25.00,1879.00,"NULL"
715,"2023-05-31","totta","Aegon Santander",-37.00,1904.00,"seguro"
716,"2023-05-30","totta","Continente",-71.00,1941.00,"mercado"
717,"2023-05-30","totta","Crc Coimbra",-81.00,2012.00,"alc"
718,"2023-05-30","totta","Restaurante .come",-20.00,2093.00,"restaurante"
719,"2023-05-30","totta","Transferência para Igreja Baptista De Coimbra",-65.00,2113.00,"Transferência"
720,"2023-05-30","totta","Trf. Cobr DUC 167323327040303",-154.00,2178.00,"NULL"
721,"2023-05-30","totta","Pagamento Advogadosordem",-15.00,2332.00,"alc"
722,"2023-05-30","totta","Pagamento Cx.p.adv.solicitador",-67.00,2347.00,"alc"
723,"2023-05-30","totta","Transferência de Wislem Ricardo Alves Cavalcante",350.00,2414.00,"Transferência"
724,"2023-05-30","totta","Vodafone Portuga",-39.00,2064.00,"fixas"
725,"2023-05-29","totta","Ctt - Correios",-4.00,2103.00,"alc"
726,"2023-05-29","totta","Irn Nacionalidade",-120.00,2107.00,"alc"
727,"2023-05-29","totta","Paypal Microsoft",-7.00,2227.00,"Microsoft"
728,"2023-05-29","totta","Irn Nacionalidade",-175.00,2234.00,"alc"
729,"2023-05-29","totta","Petrogal",-13.00,2409.00,"fixas"
730,"2023-05-29","totta","Transferência de Karine Cito Carneiro",14.00,2423.00,"Transferência"
731,"2023-05-29","totta","Pingo Doce Condeixa",-27.00,2409.00,"mercado"
732,"2023-05-29","totta","Transferência para Nr. XXXXX1239",-20.00,2435.00,"Transferência"
733,"2023-05-29","totta","Q Sabor Hamburgueria",-30.00,2455.00,"restaurante"
734,"2023-05-29","totta","Transferência para Andrea",-100.00,2485.00,"Transferência"
735,"2023-05-29","totta","Brisa Areas Servico",-24.00,2585.00,"NULL"
736,"2023-05-29","totta","Subscrição Santpoupprudentefpr",-80.00,2609.00,"NULL"
737,"2023-05-26","totta","Q Sabor Hamburgueria",-12.00,2689.00,"restaurante"
738,"2023-05-26","totta","Transferência de Placida Gomes",5.00,2701.00,"Transferência"
739,"2023-05-26","totta","Trf.Imed.   de Transferwise-R2018844",900.00,2696.00,"NULL"
740,"2023-05-26","totta","Ctt - Correios",-6.00,1796.00,"alc"
741,"2023-05-26","totta","Transferência de Gt Santos Dutra Cj",400.00,1803.00,"Transferência"
742,"2023-05-26","totta","Inst Univ Just E Paz",-16.00,1403.00,"NULL"
743,"2023-05-26","totta","Universid De Coimbra",-20.00,1418.00,"NULL"
744,"2023-05-26","totta","Irn Nacionalidade",-175.00,1438.00,"alc"
745,"2023-05-25","totta","Trf.Imed.   de Nium * Matheus de Freitas -R2010568",500.00,1613.00,"NULL"
746,"2023-05-25","totta","Levantamento Condeixa-a-nova",-40.00,1113.00,"NULL"
747,"2023-05-25","totta","Levantamento Condeixa-a-nova",-40.00,1153.00,"NULL"
748,"2023-05-25","totta","Ctt - Correios",-4.00,1193.00,"alc"
749,"2023-05-25","totta","Cantinho Doce",-4.00,1198.00,"restaurante"
750,"2023-05-25","totta","Cafetaria Museu",-5.00,1202.00,"NULL"
751,"2023-05-25","totta","Aegon Santander",-23.00,1207.00,"seguro"
752,"2023-05-24","totta","Cbd Condeixa",-30.00,1230.00,"NULL"
753,"2023-05-24","totta","Transferência para Igreja Baptista De Coimbra",-50.00,1260.00,"Transferência"
754,"2023-05-24","totta","A Briosinha",-4.00,1310.00,"NULL"
755,"2023-05-24","totta","Cssf - Plastica",-30.00,1314.00,"NULL"
756,"2023-05-24","totta","Cantinho Doce",-13.00,1344.00,"restaurante"
757,"2023-05-24","totta","Transferência de Equation Story Unipessoal,lda",11.00,1357.00,"Transferência"
758,"2023-05-24","totta","Sumup *dhl Express Po",-45.00,1346.00,"NULL"
759,"2023-05-23","totta","Continente",-47.00,1391.00,"mercado"
760,"2023-05-23","totta","Vodafone",-43.00,1437.00,"fixas"
761,"2023-05-23","totta","Celeiro Forum Coimbr",-18.00,1480.00,"NULL"
762,"2023-05-23","totta","Trf.Imed.   de Carlos Eduardo Moreira Fer-R1991216",870.00,1498.00,"NULL"
763,"2023-05-23","totta","Transferência para Nr. XXXXX2887",-280.00,628.00,"Transferência"
764,"2023-05-23","totta","Levantamento Condeixa-a-nova",-10.00,908.00,"NULL"
765,"2023-05-23","totta","Paypal Spotify",-7.00,918.00,"lazer"
766,"2023-05-22","totta","Clinica Dentaria",-50.00,925.00,"NULL"
767,"2023-05-22","totta","Pagamento Coimbracaritasd",-6.00,975.00,"NULL"
768,"2023-05-22","totta","Transferência de Larissa Levindo",5.00,980.00,"Transferência"
769,"2023-05-22","totta","Transferência para Nr. XXXXX6865",-41.00,975.00,"Transferência"
770,"2023-05-22","totta","Adhoc Gym",-20.00,1016.00,"NULL"
771,"2023-05-22","totta","Adhoc Gym",-20.00,1036.00,"NULL"
772,"2023-05-22","totta","Pingo Doce Condeixa",-19.00,1056.00,"mercado"
773,"2023-05-22","totta","Transferência para Nr. XXXXX6828",-7.00,1074.00,"Transferência"
774,"2023-05-19","totta","Intermarche Taveiro",-18.00,1081.00,"mercado"
775,"2023-05-19","totta","Homa Coimbra",-7.00,1099.00,"bens"
776,"2023-05-19","totta","Transferência para Nr. XXXXX7805",-35.00,1106.00,"Transferência"
777,"2023-05-19","totta","Transferência para Nr. XXXXX7466",-112.00,1141.00,"Transferência"
778,"2023-05-19","totta","Inter Condeixa",-10.00,1253.00,"mercado"
779,"2023-05-19","totta","Farmacia Santa Crist",-16.00,1263.00,"NULL"
780,"2023-05-18","totta","Rest Tennessee",-43.00,1278.00,"restaurante"
781,"2023-05-18","totta","Farmacia S Tome",-12.00,1322.00,"NULL"
782,"2023-05-17","totta","Continente Bom Dia",-30.00,1334.00,"mercado"
783,"2023-05-17","totta","Ctt - Correios",-8.00,1364.00,"alc"
784,"2023-05-17","totta","Carregamento Vodafone",-12.00,1372.00,"fixas"
785,"2023-05-17","totta","Irn Nacionalidade",-120.00,1384.00,"alc"
786,"2023-05-16","totta","O Meu Jardim",-5.00,1504.00,"NULL"
787,"2023-05-16","totta","Cantinho Doce",-5.00,1509.00,"restaurante"
788,"2023-05-16","totta","Makro Coimbra",-32.00,1514.00,"mercado"
789,"2023-05-16","totta","Continente",-44.00,1546.00,"mercado"
790,"2023-05-16","totta","Nails 4 Us",-29.00,1590.00,"beleza"
791,"2023-05-16","totta","Transferência para Marcley",-5.00,1619.00,"Transferência"
792,"2023-05-16","totta","Women S Secret Coimb",-21.00,1624.00,"NULL"
793,"2023-05-16","totta","Primark Coimbra",-26.00,1646.00,"vestuario"
794,"2023-05-16","totta","Transferência de Carlos Castanho Junior",124.00,1671.00,"Transferência"
795,"2023-05-15","totta","Continente Bom Dia",-17.00,1547.00,"mercado"
796,"2023-05-15","totta","Transferência para Igreja Baptista De Coimbra",-80.00,1564.00,"Transferência"
797,"2023-05-15","totta","Trf. Cobr DUC 111022938368803",-579.00,1644.00,"NULL"
798,"2023-05-15","totta","Transferência de Ruben Dario Serrano Rodriguez",579.00,2223.00,"Transferência"
799,"2023-05-15","totta","Ctt - Correios",-3.00,1644.00,"alc"
800,"2023-05-15","totta","Levantamento Condeixa-a-nova",-40.00,1647.00,"NULL"
801,"2023-05-15","totta","Levantamento Condeixa-a-nova",-40.00,1687.00,"NULL"
802,"2023-05-15","totta","Cantinho Doce",-25.00,1727.00,"restaurante"
803,"2023-05-15","totta","Transferência para Marcley Da Costa Carvalho",-15000.00,1752.00,"Transferência"
804,"2023-05-15","totta","Transferência entre contas",13802.00,16752.00,"Transferência"
805,"2023-05-15","totta","Trf. Cobr DUC 111622578590403",-267.00,2950.00,"NULL"
806,"2023-05-15","totta","Trf. Cobr DUC 104323004166595",-411.00,3217.00,"NULL"
807,"2023-05-15","totta","Carregamento Vodafone Sa",-16.00,3628.00,"fixas"
808,"2023-05-15","totta","Paypal Google Google",-2.00,3644.00,"NULL"
809,"2023-05-15","totta","Transferência para Nr. XXXXX4770",-67.00,3646.00,"Transferência"
810,"2023-05-15","totta","Inter Condeixa",-8.00,3713.00,"mercado"
811,"2023-05-15","totta","Imposto do Selo sobre comissão",0.00,3721.00,"NULL"
812,"2023-05-15","totta","Comissão de manutenção de conta pacote",-6.00,3721.00,"NULL"
813,"2023-05-12","totta","Climag. Lda",-7.00,3727.00,"NULL"
814,"2023-05-12","totta","Ocaso Tropical",-10.00,3734.00,"NULL"
815,"2023-05-12","totta","Decathlon Coimbra Ii",-10.00,3744.00,"NULL"
816,"2023-05-12","totta","H3 Forum Coimbra",-20.00,3754.00,"restaurante"
817,"2023-05-12","totta","Springfield Forum",-72.00,3774.00,"NULL"
818,"2023-05-12","totta","Celeiro Forum Coimbr",-7.00,3846.00,"NULL"
819,"2023-05-12","totta","Transferência de Carlos Castanho Junior",475.00,3852.00,"Transferência"
820,"2023-05-12","totta","Transferência de Tiago Costa",405.00,3377.00,"Transferência"
821,"2023-05-12","totta","Petrogal",-22.00,2972.00,"fixas"
822,"2023-05-11","totta","Q Sabor Hamburgueria",-24.00,2994.00,"restaurante"
823,"2023-05-11","totta","Cantinho Doce",-4.00,3018.00,"restaurante"
824,"2023-05-11","totta","Inter Condeixa",-52.00,3022.00,"mercado"
825,"2023-05-11","totta","Paypal Google Wm Max",-4.00,3075.00,"NULL"
826,"2023-05-10","totta","Trf. Cobr DUC 111422215075903",-124.00,3079.00,"NULL"
827,"2023-05-10","totta","Pagamento Cx.p.adv.solicitador",-268.00,3203.00,"alc"
828,"2023-05-10","totta","Clinica Dentaria",-90.00,3471.00,"NULL"
829,"2023-05-10","totta","Meo. Sa",-53.00,3561.00,"fixas"
830,"2023-05-10","totta","Transferência de Bruno Franco Alves",100.00,3613.00,"Transferência"
831,"2023-05-09","totta","Mini Preco Vasco Valvenda Nova",-11.00,3513.00,"mercado"
832,"2023-05-09","totta","Cantinho Doce",-4.00,3525.00,"restaurante"
833,"2023-05-09","totta","Wilson Barber Shop",-13.00,3529.00,"NULL"
834,"2023-05-08","totta","Cantinho Doce",-6.00,3542.00,"restaurante"
835,"2023-05-08","totta","Levantamento Condeixa-a-nova",-40.00,3548.00,"NULL"
836,"2023-05-08","totta","Levantamento Condeixa-a-nova",-20.00,3588.00,"NULL"
837,"2023-05-08","totta","Ctt - Correios",-8.00,3608.00,"alc"
838,"2023-05-08","totta","Farmacia Rocha",-42.00,3615.00,"NULL"
839,"2023-05-08","totta","Benetton Forum Coimbra",-50.00,3657.00,"NULL"
840,"2023-05-08","totta","Petrogal",-17.00,3707.00,"fixas"
841,"2023-05-08","totta","Petrogal",-89.00,3724.00,"fixas"
842,"2023-05-08","totta","Universo. Ime S.",-50.00,3813.00,"NULL"
843,"2023-05-08","totta","Adhoc Gym",-20.00,3863.00,"NULL"
844,"2023-05-08","totta","Adhoc Gym",-20.00,3883.00,"NULL"
845,"2023-05-08","totta","Between Flavours Lda",-4.00,3903.00,"NULL"
846,"2023-05-08","totta","Between Flavours Lda",9.00,3907.00,"NULL"
847,"2023-05-08","totta","Between Flavours Lda",-9.00,3898.00,"NULL"
848,"2023-05-08","totta","Between Flavours Lda",-9.00,3907.00,"NULL"
849,"2023-05-08","totta","Women Secret Coimbra",-16.00,3916.00,"NULL"
850,"2023-05-08","totta","Ola Alma Shopping",-4.00,3932.00,"NULL"
851,"2023-05-08","totta","Intimissimi Coimbra",-21.00,3936.00,"NULL"
852,"2023-05-08","totta","Restaurante Italia",-84.00,3957.00,"restaurante"
853,"2023-05-08","totta","Mcdonalds Almegue",-21.00,4042.00,"NULL"
854,"2023-05-08","totta","Oysho",-23.00,4062.00,"vestuario"
855,"2023-05-08","totta","Pull & Bear",-75.00,4086.00,"vestuario"
856,"2023-05-08","totta","Zara",-30.00,4161.00,"NULL"
857,"2023-05-08","totta","7601085-04-Ccr-Lefties",2.00,4191.00,"vestuario"
858,"2023-05-08","totta","Celeiro Dieta",-5.00,4189.00,"NULL"
859,"2023-05-08","totta","Auchan Coimbra",-7.00,4194.00,"NULL"
860,"2023-05-08","totta","Continente Coimbra",-5.00,4201.00,"mercado"
861,"2023-05-08","totta","Continente Coimbra",-371.00,4206.00,"mercado"
862,"2023-05-08","totta","Bagga",-2.00,4578.00,"NULL"
863,"2023-05-05","totta","Q Sabor Hamburgueria",-27.00,4579.00,"restaurante"
864,"2023-05-05","totta","Cantinho Doce",-3.00,4606.00,"restaurante"
865,"2023-05-05","totta","Restaurante .come",-27.00,4609.00,"restaurante"
866,"2023-05-05","totta","Comissão de disponibilização de cartão de débito",-6.00,4637.00,"NULL"
867,"2023-05-05","totta","Imposto do selo sobre comissão",0.00,4643.00,"NULL"
868,"2023-05-05","totta","Paypal Google Google",-2.00,4643.00,"NULL"
869,"2023-05-05","totta","Transferência para Domague",-44.00,4645.00,"Transferência"
870,"2023-05-04","totta","Continente Bom Dia",-50.00,4689.00,"mercado"
871,"2023-05-04","totta","Cantinho Doce",-8.00,4739.00,"restaurante"
872,"2023-05-04","totta","Transferência para Alessandro Penido De Freitas",-975.00,4747.00,"Transferência"
873,"2023-05-04","totta","Restaurante .come",-21.00,5722.00,"restaurante"
874,"2023-05-04","totta","Cancelamento Antecipado",-12603.00,5743.00,"NULL"
875,"2023-05-04","totta","Transferência para Maria Albertina Da Costa Neves Pimentel",-220.00,18347.00,"Transferência"
876,"2023-05-04","totta","Pagamento de conta cartão",-4946.00,18567.00,"NULL"
877,"2023-05-04","totta","Transferência para Igreja Baptista De Coimbra",-2500.00,23513.00,"Transferência"
878,"2023-05-04","totta","Irn Nacionalidade",-175.00,26013.00,"alc"
879,"2023-05-04","totta","Transferência de Paula Cristina Mesquita Serra",25000.00,26188.00,"Transferência"
880,"2023-05-03","totta","Levantamento em numerário",-30.00,1188.00,"NULL"
881,"2023-05-03","totta","Transferência para Roberto Da Piedade Francisco",-850.00,1218.00,"Transferência"
882,"2023-05-03","totta","Levantamento Condeixa-a-nova",-20.00,2068.00,"NULL"
883,"2023-05-03","totta","Levantamento Condeixa-a-nova",-40.00,2088.00,"NULL"
884,"2023-05-03","totta","Praxis",-46.00,2128.00,"restaurante"
885,"2023-05-03","totta","Transferência para Maria Das Gracas Dos Santos",-140.00,2174.00,"Transferência"
886,"2023-05-03","totta","1 Conservatoria Reg",-42500.00,2314.00,"NULL"
887,"2023-05-03","totta","1 Conservatoria Reg",-375.00,44814.00,"NULL"
888,"2023-05-03","totta","Pensão Instituto Nacional Do Seguro Social",277.00,45189.00,"entrada"
889,"2023-05-03","totta","Transferência de Roberto Piedade Francisco",850.00,44912.00,"Transferência"
890,"2023-05-03","totta","Transferência de Roberto Piedade Francisco",850.00,44062.00,"Transferência"
891,"2023-05-03","totta","Aegon Santander",-37.00,43212.00,"seguro"
892,"2023-05-03","totta","Levantamento Coimbra",-60.00,43248.00,"NULL"
893,"2023-05-02","totta","Credito Habitacao Geral (54/366)",-265.00,43308.00,"bens"
894,"2023-05-02","totta","Seguro multi-riscos",-15.00,43573.00,"NULL"
895,"2023-05-02","totta","Seguro de vida",-40.00,43589.00,"NULL"
896,"2023-05-02","totta","Transferência de Maria Das Gracas Dos Santos",140.00,43628.00,"Transferência"
897,"2023-05-02","totta","Carregamento telemóvel",-12.00,43488.00,"NULL"
898,"2023-05-02","totta","Pagamento de serviços",-268.00,43500.00,"NULL"
899,"2023-05-02","totta","Transferência para Nr. XXXXX0136",-40.00,43768.00,"Transferência"
900,"2023-05-02","totta","Zara",-36.00,43808.00,"NULL"
901,"2023-05-02","totta","Transferência de Alessandro Penido Freitas",20000.00,43845.00,"Transferência"
902,"2023-05-02","totta","Municipio De Con",-37.00,23845.00,"fixas"
903,"2023-05-02","totta","Levantamento Condeixa-a-nova",-20.00,23882.00,"NULL"
904,"2023-05-02","totta","Transferência de Alessandro Penido Freitas",23000.00,23902.00,"Transferência"
905,"2023-05-02","totta","Transferência para Nr. XXXXX7805",-40.00,902.00,"Transferência"
906,"2023-04-28","totta","Transferência de Alessandro Penido Freitas",260.00,942.00,"Transferência"
907,"2023-04-28","totta","Transferência para Igreja Baptista De Coimbra",-56.00,682.00,"Transferência"
908,"2023-04-28","totta","Pagamento de serviços",-67.00,738.00,"NULL"
909,"2023-04-28","totta","Pagamento de serviços",-67.00,805.00,"NULL"
910,"2023-04-28","totta","Subscrição Ppr Cap. Garantido",-25.00,872.00,"NULL"
911,"2023-04-28","totta","Paypal Microsoft",-7.00,897.00,"Microsoft"
912,"2023-04-27","totta","Transferência de Carlo Frederico Muller",360.00,904.00,"Transferência"
913,"2023-04-27","totta","Levantamento Condeixa-a-nova",-20.00,544.00,"NULL"
914,"2023-04-26","totta","Trf.Imed.   de Transferwise-R1735086",225.00,564.00,"NULL"
915,"2023-04-26","totta","Carregamento Vodafone Sa",-12.00,339.00,"fixas"
916,"2023-04-26","totta","Levantamento Condeixa-a-nova",-30.00,351.00,"NULL"
917,"2023-04-26","totta","Levantamento Condeixa-a-nova",-40.00,381.00,"NULL"
918,"2023-04-26","totta","Aegon Santander",-23.00,421.00,"seguro"
919,"2023-04-26","totta","Transferência para Igreja Baptista De Coimbra",-60.00,444.00,"Transferência"
920,"2023-04-24","totta","Paypal Spotify",-7.00,504.00,"lazer"
921,"2023-04-24","totta","Adhoc Gym",-20.00,511.00,"NULL"
922,"2023-04-24","totta","Adhoc Gym",-20.00,531.00,"NULL"
923,"2023-04-24","totta","Levantamento Coimbra",-60.00,551.00,"NULL"
924,"2023-04-24","totta","Levantamento Coimbra",-10.00,611.00,"NULL"
925,"2023-04-21","totta","Imp.Selo-Cartao Credito-E1531154",0.00,621.00,"NULL"
926,"2023-04-21","totta","Comissão-Cartao Credito-E1531154",-2.00,621.00,"NULL"
927,"2023-04-21","totta","Transferência para Marcley Da Costa Carvalho",-340.00,622.00,"Transferência"
928,"2023-04-21","totta","Restaurante .come",-47.00,962.00,"restaurante"
929,"2023-04-20","totta","Transferência de Piauhylino - Associados Soc Advogados Sp Rl ,",147.00,1009.00,"Transferência"
930,"2023-04-19","totta","Continente Bom Dia Condeixa-a-no",-16.00,862.00,"mercado"
931,"2023-04-19","totta","Transferência para Nr. XXXXX7805",-22.00,878.00,"Transferência"
932,"2023-04-19","totta","Auchan Coimbra",-9.00,900.00,"NULL"
933,"2023-04-19","totta","Clin Montes Claros",-35.00,909.00,"NULL"
934,"2023-04-19","totta","Transferência para Igreja Baptista De Coimbra",-90.00,944.00,"Transferência"
935,"2023-04-19","totta","Levantamento Condeixa-a-nova",-20.00,1034.00,"NULL"
936,"2023-04-19","totta","Credito Pessoal (45/108)",-217.00,1054.00,"NULL"
937,"2023-04-18","totta","Trf.Imed.   de Transferwise-R1672017",905.00,1271.00,"NULL"
938,"2023-04-18","totta","Transferência para Nr. XXXXX6828",-30.00,366.00,"Transferência"
939,"2023-04-18","totta","Ctt - Correios",-9.00,396.00,"alc"
940,"2023-04-18","totta","Transferência para Nr. XXXXX8914",-11.00,405.00,"Transferência"
941,"2023-04-18","totta","H3 Forum Coimbra",-20.00,416.00,"restaurante"
942,"2023-04-18","totta","Moura & Santos Lda",-6.00,436.00,"NULL"
943,"2023-04-18","totta","Lefties",-2.00,442.00,"vestuario"
944,"2023-04-18","totta","Levantamento Condeixa-a-nova",-20.00,444.00,"NULL"
945,"2023-04-18","totta","Levantamento Condeixa-a-nova",-40.00,464.00,"NULL"
946,"2023-04-18","totta","Carregamento Vodafone Sa",-16.00,504.00,"fixas"
947,"2023-04-17","totta","Trf.Imed.   de Nium * Dayanna Amorim Dias-R1665214",420.00,520.00,"NULL"
948,"2023-04-17","totta","Transferência para Piauhylino Associados",-923.00,99.00,"Transferência"
949,"2023-04-17","totta","Sabores Da Quinta",-5.00,1022.00,"NULL"
950,"2023-04-17","totta","Via Verde",-42.00,1027.00,"NULL"
951,"2023-04-17","totta","Benetton Forum Coimbra",-50.00,1069.00,"NULL"
952,"2023-04-17","totta","Q Sabor Hamburgueria",-42.00,1119.00,"restaurante"
953,"2023-04-17","totta","Imposto do Selo sobre comissão",0.00,1161.00,"NULL"
954,"2023-04-17","totta","Comissão de manutenção de conta pacote",-6.00,1161.00,"NULL"
955,"2023-04-14","totta","Levantamento Coimbra",-20.00,1167.00,"NULL"
956,"2023-04-14","totta","Levantamento Coimbra",-30.00,1187.00,"NULL"
957,"2023-04-13","totta","Paypal Google Google",-2.00,1217.00,"NULL"
958,"2023-04-13","totta","Transferência de J T Consulting, Lda",419.00,1219.00,"Transferência"
959,"2023-04-12","totta","Transferência para Nr. XXXXX1673",-45.00,800.00,"Transferência"
960,"2023-04-12","totta","Ctt - Correios",-3.00,845.00,"alc"
961,"2023-04-12","totta","Cantinho Doce",-4.00,848.00,"restaurante"
962,"2023-04-12","totta","Petrogal",-22.00,852.00,"fixas"
963,"2023-04-12","totta","Adhoc Gym",-20.00,874.00,"NULL"
964,"2023-04-12","totta","Adhoc Gym",-20.00,894.00,"NULL"
965,"2023-04-11","totta","Trf.Imed.   de Nium * Matheus de Freitas -R1623086",150.00,914.00,"NULL"
966,"2023-04-11","totta","Transferência para Igreja Baptista De Coimbra",-131.00,764.00,"Transferência"
967,"2023-04-11","totta","Pagamento Advogadosordem",-15.00,895.00,"alc"
968,"2023-04-11","totta","Pagamento Advogadosordem",-15.00,910.00,"alc"
969,"2023-04-11","totta","Levantamento Condeixa-a-nova",-20.00,925.00,"NULL"
970,"2023-04-11","totta","Levantamento Condeixa-a-nova",-40.00,945.00,"NULL"
971,"2023-04-11","totta","Cantinho Doce",-14.00,985.00,"restaurante"
972,"2023-04-11","totta","Pagamentos Vodafone",-37.00,999.00,"fixas"
973,"2023-04-11","totta","7601085 Lev.Numerario",-20.00,1036.00,"NULL"
974,"2023-04-11","totta","Trf.Créd.N.Sepa+recebida 0018375169600097422",516.00,1056.00,"NULL"
975,"2023-04-11","totta","Paypal Steam Games",-2.00,540.00,"lazer"
976,"2023-04-11","totta","Paypal Google Wm Max",-4.00,542.00,"NULL"
977,"2023-04-11","totta","Transferência de Alessandro Penido Freitas",60.00,546.00,"Transferência"
978,"2023-04-11","totta","Petrogal",-154.00,486.00,"fixas"
979,"2023-04-10","totta","Mini Preco Vasco Valvenda Nova",-9.00,640.00,"mercado"
980,"2023-04-10","totta","Farmacia S Tome Condeixa-a-no",-7.00,649.00,"NULL"
981,"2023-04-10","totta","Pagamento de serviços",-22.00,656.00,"NULL"
982,"2023-04-10","totta","Transferência para Nr. XXXXX0136",-150.00,678.00,"Transferência"
983,"2023-04-10","totta","Tinella",-23.00,828.00,"restaurante"
984,"2023-04-10","totta","Via Verde",-1.00,851.00,"NULL"
985,"2023-04-10","totta","Via Verde",-36.00,852.00,"NULL"
986,"2023-04-10","totta","Via Verde",-1.00,889.00,"NULL"
987,"2023-04-10","totta","Via Verde",-38.00,890.00,"NULL"
988,"2023-04-10","totta","Continente Bom Dia",-30.00,928.00,"mercado"
989,"2023-04-10","totta","Transferência para Nr. XXXXX2173",-30.00,958.00,"Transferência"
990,"2023-04-10","totta","Cantinho Doce",-20.00,988.00,"restaurante"
991,"2023-04-10","totta","Continente Coimbra",-42.00,1008.00,"mercado"
992,"2023-04-06","totta","Continente Bom Dia",-44.00,1050.00,"mercado"
993,"2023-04-06","totta","Trf. Cobr DUC 162212405407787",-73.00,1093.00,"NULL"
994,"2023-04-06","totta","Transferência para Maria Albertina Da Costa Neves Pimentel",-220.00,1167.00,"Transferência"
995,"2023-04-06","totta","Ctt - Correios",-7.00,1387.00,"alc"
996,"2023-04-06","totta","Transferência de Alessandro Penido Freitas",99.00,1393.00,"Transferência"
997,"2023-04-06","totta","Levantamento Coimbra",-20.00,1295.00,"NULL"
998,"2023-04-06","totta","Universo. Ime S.",-50.00,1315.00,"NULL"
999,"2023-04-05","totta","Q Sabor Hamb",-23.00,1365.00,"restaurante"
1000,"2023-04-05","totta","Pagamento Dglab",-30.00,1388.00,"NULL"
1001,"2023-04-05","totta","Pingo Doce Condeixa Conde",-31.00,1418.00,"mercado"
1002,"2023-04-05","totta","Continente Bom Dia",-7.00,1449.00,"mercado"
1003,"2023-04-05","totta","Cantinho Doce",-13.00,1456.00,"restaurante"
1004,"2023-04-05","totta","Cantinho Doce",-4.00,1469.00,"restaurante"
1005,"2023-04-05","totta","Paypal Google Google",0.00,1473.00,"NULL"
1006,"2023-04-05","totta","Meo. Sa",-53.00,1473.00,"fixas"
1007,"2023-04-05","totta","Transferência para Domague",-44.00,1526.00,"Transferência"
1008,"2023-04-05","totta","Transferência de Bruno Franco Alves",800.00,1570.00,"Transferência"
1009,"2023-04-04","totta","Rest Jackpot",-45.00,770.00,"restaurante"
1010,"2023-04-04","totta","Pensão Instituto Nacional Do Seguro Social",277.00,815.00,"entrada"
1011,"2023-04-04","totta","Transferência para Nr. XXXXX7805",-40.00,539.00,"Transferência"
1012,"2023-04-04","totta","Cantinho Doce",-5.00,579.00,"restaurante"
1013,"2023-04-04","totta","Pagamento Coimbracaritasd",-39.00,583.00,"NULL"
1014,"2023-04-04","totta","Kiko",-11.00,622.00,"NULL"
1015,"2023-04-03","totta","Credito Habitacao Geral (53/366)",-265.00,633.00,"bens"
1016,"2023-04-03","totta","Seguro multi-riscos",-15.00,899.00,"NULL"
1017,"2023-04-03","totta","Seguro de vida",-40.00,914.00,"NULL"
